Ano;IdUrg;URG;Escola;DtInicio;DtFechamento;QtdAlunoEscola;QtdAluno;QtdProfessor;QtdPsicologo;QtdAssistSocial;QtdEnfermagem;QtdMedico;QtdVacinacao;QtdVacina;QtdEncaminhamento;QtdExame
2022;1;URG I-CENTRO;CAIESP CASTORINA FARIA LIMA;null;null;496;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;null;null;55;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;null;null;41;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;null;null;297;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;null;null;240;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M DR RUBENS FALCAO;null;null;393;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M DR THIBAU;null;null;175;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M ENGENHO PEQUENO;null;null;382;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M FRANCA CARVALHO;null;null;533;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M HEITOR DANTAS;null;null;247;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M JANICI FERREIRA MAIA ;null;null;400;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M JULIO RABELLO GUIMARAES;null;null;524;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M MANOEL JOAO GONCALVES;null;null;166;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;null;null;393;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M MENINOS DE DEUS;null;null;338;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M MONTEIRO LOBATO;null;null;1287;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;null;null;410;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;null;null;681;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;null;null;445;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;null;null;175;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M PROF ORNELIA LIPPI ASSUMPCAO;null;null;154;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M PROF OSIRES NEVES;null;null;752;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E M PROF PAULO FREIRE;14/10/2022;17/10/2022;112;48;38;42;43;46;19;11;15;7;2
2022;1;URG I-CENTRO;E M PROF RUY DE QUEIROZ;null;null;237;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;null;null;39;0;0;0;0;0;0;0;0;0;0
2022;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;03/10/2022;04/10/2022;106;66;49;54;51;53;48;37;46;0;0
2022;1;URG I-CENTRO;EMEI SAO BENEDITO;null;null;195;0;0;0;0;0;0;0;0;0;0
2022;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;16/11/2022;30/11/2022;310;213;166;164;155;188;143;86;112;67;47
2022;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;04/10/2022;01/11/2022;658;533;308;404;447;429;119;104;150;0;0
2022;2;URG II-POSSE;E M DOUGLAS BRASIL;07/11/2022;06/12/2022;985;749;528;605;624;644;287;197;345;170;103
2022;2;URG II-POSSE;E M DR ORLANDO MELLO;18/10/2022;21/10/2022;881;711;564;603;601;624;341;250;434;163;112
2022;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;20/09/2022;22/09/2022;847;561;333;433;365;391;174;107;168;0;0
2022;2;URG II-POSSE;E M GUINLE;29/09/2022;29/09/2022;169;168;114;166;84;91;61;43;60;0;0
2022;2;URG II-POSSE;E M HERBERT MOSES;14/09/2022;19/09/2022;503;402;253;384;192;300;143;78;110;0;0
2022;2;URG II-POSSE;E M LUIZ DE LEMOS;11/10/2022;17/10/2022;468;336;304;319;315;320;192;120;210;93;68
2022;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;12/09/2022;13/09/2022;123;108;42;89;55;89;6;1;3;0;0
2022;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;07/10/2022;19/10/2022;326;247;226;231;228;233;126;102;145;25;34
2022;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;28/09/2022;28/09/2022;166;148;114;144;113;119;83;51;61;0;0
2022;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;24/10/2022;25/10/2022;302;252;224;231;222;230;109;72;119;60;33
2022;2;URG II-POSSE;E M SAO BENEDITO;31/10/2022;06/12/2022;401;322;284;267;274;292;221;123;190;87;75
2022;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;27/01/2022;27/01/2022;425;360;302;292;274;318;227;142;174;0;0
2022;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;26/10/2022;27/10/2022;401;360;339;321;321;320;197;149;266;123;80
2022;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;03/11/2022;08/11/2022;274;236;173;227;219;228;177;117;200;52;35
2022;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;13/09/2022;13/09/2022;102;70;60;61;53;60;54;19;27;0;0
2022;3;URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;null;null;642;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;null;null;485;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M COMPACTOR;null;null;287;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;null;null;457;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;null;null;463;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;null;null;498;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;null;null;438;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;null;null;501;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;null;null;949;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;null;null;705;0;0;0;0;0;0;0;0;0;0
2022;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;null;null;151;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;null;null;534;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M CAMPO ALEGRE;null;null;72;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;null;null;655;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;null;null;1268;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;null;null;831;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;null;null;372;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;null;null;371;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;null;null;610;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;null;null;495;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;null;null;304;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;null;null;704;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;null;null;222;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;null;null;359;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;null;null;458;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;null;null;398;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;null;null;564;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;null;null;520;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M TRES MARIAS;null;null;809;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;null;null;190;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;null;null;149;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;EMEI MONTE SOL;null;null;102;0;0;0;0;0;0;0;0;0;0
2022;4;URG IV-CABUÇU;EMEI NOVA ERA;null;null;191;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;null;null;761;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;null;null;564;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;null;null;463;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;null;null;1061;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;null;null;673;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M ALFREDO JOSE SOARES;null;null;369;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;null;null;996;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M ERYK DA CRUZ LAIA;null;null;546;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M JOSE REIS;null;null;506;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M PERA FLOR;null;null;980;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;null;null;367;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;null;null;363;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;null;null;621;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;null;null;510;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;null;null;489;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M SHANGRI LA;null;null;360;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;E M VILA JOAO CORREA;null;null;510;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;null;null;108;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;EMEI JARDIM EUROPA;null;null;105;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;null;null;104;0;0;0;0;0;0;0;0;0;0
2022;5;URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;null;null;69;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;null;null;806;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;null;null;290;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;null;null;227;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;null;null;1349;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;null;null;273;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;null;null;426;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;null;null;838;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M NENA RODRIGUES;null;null;290;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;null;null;1309;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;null;null;526;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;null;null;790;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M RUI BARBOSA;null;null;427;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;null;null;860;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;null;null;151;0;0;0;0;0;0;0;0;0;0
2022;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;null;null;81;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;null;null;39;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;E M ADRIANOPOLIS;21/11/2022;30/11/2022;139;96;82;87;91;92;42;14;23;21;15
2022;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;null;null;641;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;null;null;309;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;01/12/2022;13/12/2022;161;128;26;60;98;115;78;30;48;19;32
2022;7;URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;null;null;204;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;null;null;571;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;null;null;1012;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;null;null;868;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;null;null;891;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;null;null;430;0;0;0;0;0;0;0;0;0;0
2022;7;URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;null;null;105;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;null;null;364;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;null;null;624;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;null;null;427;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;null;null;952;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;null;null;429;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;null;null;646;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;null;null;646;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;null;null;290;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;null;null;666;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;null;null;796;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;EMEI AMBAI;null;null;94;0;0;0;0;0;0;0;0;0;0
2022;8;URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;null;null;87;0;0;0;0;0;0;0;0;0;0
2022;9;URG IX-TINGUA;E M BARAO DE TINGUA;29/11/2022;14/12/2022;409;357;311;338;326;337;107;3;3;56;36
2022;9;URG IX-TINGUA;E M DE JACERUBA;22/11/2022;22/11/2022;159;131;123;126;125;126;58;22;33;16;11
2022;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;05/12/2022;06/12/2022;142;91;79;68;83;85;53;24;41;23;32
2022;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;08/12/2022;13/12/2022;368;160;94;124;125;118;64;39;63;40;28
2022;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;06/12/2022;07/12/2022;337;269;191;229;229;201;110;54;93;66;51
2022;9;URG IX-TINGUA;E M VALE DO TINGUA;24/11/2022;13/12/2022;162;78;0;42;49;69;31;18;25;31;23
2022;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;23/11/2022;30/11/2022;58;42;40;34;40;38;38;10;15;22;21
2023;1;URG I-CENTRO;ASSOCIAÇÃO CRESCENDO COM CRISTO;28/04/2023;28/04/2023;41;31;30;30;30;31;24;24;24;0;0
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;19/09/2023;19/09/2023;48;42;41;37;37;37;30;11;12;30;12
2023;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;20/09/2023;20/09/2023;78;61;55;54;54;55;43;30;38;16;13
2023;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;30/10/2023;31/10/2023;321;312;310;243;243;247;188;44;56;56;69
2023;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;20/10/2023;20/10/2023;198;128;117;115;110;63;39;32;43;7;12
2023;1;URG I-CENTRO;E M DR RUBENS FALCAO;23/10/2023;24/10/2023;395;339;327;322;318;319;179;108;125;76;40
2023;1;URG I-CENTRO;E M DR THIBAU;05/10/2023;06/10/2023;171;126;115;113;109;117;95;62;70;4;7
2023;1;URG I-CENTRO;E M ENGENHO PEQUENO;26/10/2023;27/10/2023;341;333;325;188;246;265;212;132;157;31;24
2023;1;URG I-CENTRO;E M FRANCA CARVALHO;30/10/2023;13/11/2023;531;411;367;368;367;370;178;129;149;46;32
2023;1;URG I-CENTRO;E M HEITOR DANTAS;19/10/2023;19/10/2023;243;189;181;170;172;179;92;41;51;13;9
2023;1;URG I-CENTRO;E M JANICI FERREIRA MAIA ;08/11/2023;09/11/2023;384;302;254;256;260;265;206;103;132;45;32
2023;1;URG I-CENTRO;E M JULIO RABELLO GUIMARAES;14/11/2023;17/11/2023;542;380;360;130;338;345;155;98;128;29;26
2023;1;URG I-CENTRO;E M MANOEL JOAO GONCALVES;01/11/2023;01/11/2023;163;118;98;98;105;106;93;58;74;46;28
2023;1;URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;06/11/2023;06/11/2023;394;366;361;277;280;272;164;41;43;67;64
2023;1;URG I-CENTRO;E M MENINOS DE DEUS;17/11/2023;17/11/2023;637;227;156;171;173;167;76;44;63;19;12
2023;1;URG I-CENTRO;E M MONTEIRO LOBATO;23/10/2023;27/10/2023;1038;843;794;729;773;742;301;152;202;79;65
2023;1;URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;08/11/2023;09/11/2023;451;333;208;301;304;305;177;81;103;25;35
2023;1;URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;06/11/2023;07/11/2023;656;508;480;467;462;469;208;141;192;68;52
2023;1;URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;17/11/2023;21/11/2023;302;213;206;195;195;203;125;67;74;13;15
2023;1;URG I-CENTRO;E M PROF IZABEL DOS SANTOS SOARES MELLO;18/10/2023;18/10/2023;174;159;155;151;150;146;76;45;51;0;0
2023;1;URG I-CENTRO;E M PROF ORNELIA LIPPI ASSUMPCAO;26/03/2015;18/10/2023;144;122;112;104;93;100;60;25;33;31;27
2023;1;URG I-CENTRO;E M PROF OSIRES NEVES;13/11/2023;16/11/2023;648;499;440;438;436;437;182;117;141;50;44
2023;1;URG I-CENTRO;E M PROF PAULO FREIRE;19/10/2023;19/10/2023;116;97;79;79;81;80;48;24;29;0;0
2023;1;URG I-CENTRO;E M PROF RUY DE QUEIROZ;17/10/2023;17/10/2023;228;209;207;179;183;170;120;60;71;34;31
2023;1;URG I-CENTRO;E.M PROF EDIVALDO BARROS DE OLIVEIRA;18/09/2023;18/09/2023;47;33;32;31;32;29;24;9;10;6;2
2023;1;URG I-CENTRO;EMEI JESUS BOM PASTOR;11/10/2023;11/10/2023;94;30;29;29;29;29;29;20;21;4;5
2023;1;URG I-CENTRO;EMEI SAO BENEDITO;20/10/2023;26/10/2023;188;179;178;124;130;87;52;12;14;0;4
