Ano;IdUrg;URG;Escola;DtInicio;DtFechamento;QtdAlunoEscola;QtdAluno;QtdProfessor;QtdPsicologo;QtdAssistSocial;QtdEnfermagem;QtdMedico;QtdVacinacao;QtdVacina;QtdEncaminhamento;QtdExame
2023;2;URG II-POSSE;C M E E ESPECIAL PAUL HARRIS;27/11/2023;28/11/2023;317;232;209;170;169;197;130;70;77;57;24
2023;2;URG II-POSSE;CIEP BRIZOLAO 099 DR BOLIVARD GOMES DE ASSUMPCAO;22/11/2023;23/11/2023;557;507;452;379;372;379;96;52;63;18;30
2023;2;URG II-POSSE;CRECHE EDUNCANDÁRIO SÃO LÁZARO - AELO;05/04/2023;05/04/2023;125;109;100;89;90;89;90;50;63;24;24
2023;2;URG II-POSSE;E M DOUGLAS BRASIL;01/12/2023;11/12/2023;812;636;473;579;435;428;69;33;34;26;20
2023;2;URG II-POSSE;E M DR ORLANDO MELLO;24/11/2023;28/11/2023;780;587;483;521;511;521;190;101;150;41;54
2023;2;URG II-POSSE;E M ESTANISLAU RIBEIRO DO AMARAL;null;null;668;0;0;0;0;0;0;0;0;0;0
2023;2;URG II-POSSE;E M GUINLE;25/10/2023;26/10/2023;166;125;117;105;113;114;64;62;70;22;21
2023;2;URG II-POSSE;E M HERBERT MOSES;null;null;369;0;0;0;0;0;0;0;0;0;0
2023;2;URG II-POSSE;E M LUIZ DE LEMOS;29/11/2023;30/11/2023;481;382;316;333;327;340;162;98;112;35;34
2023;2;URG II-POSSE;E M MARIA ELIONDAS DOS SANTOS;21/11/2023;21/11/2023;127;93;92;77;88;86;87;42;47;16;28
2023;2;URG II-POSSE;E M PRESIDENTE GETULIO DORNELLES VARGAS;01/11/2023;01/11/2023;309;204;196;181;184;189;123;70;82;23;26
2023;2;URG II-POSSE;E M PROF CLAUDIA MARIA SALLES MONTEIRO DA SILVA;24/11/2023;24/11/2023;168;72;66;64;59;67;57;27;34;20;17
2023;2;URG II-POSSE;E M PROF THEREZINHA DA SILVA XAVIER;29/11/2023;29/11/2023;285;243;194;206;209;210;85;53;69;15;14
2023;2;URG II-POSSE;E M SAO BENEDITO;01/12/2023;04/12/2023;409;333;265;282;274;285;187;67;70;25;42
2023;2;URG II-POSSE;E M TABELIÃO MURILO COSTA;05/12/2023;20/12/2023;464;320;241;47;138;140;57;52;54;26;25
2023;2;URG II-POSSE;E M VEREADOR HELCIO CHAMBARELLI;10/11/2023;13/11/2023;345;253;237;230;220;228;102;53;66;17;20
2023;2;URG II-POSSE;E M VIRGILIO DE MELO FRANCO;30/11/2023;30/11/2023;271;231;224;211;217;216;143;68;94;17;13
2023;2;URG II-POSSE;EMEI JOSE VIEIRA JESUS;10/11/2023;10/11/2023;108;48;40;0;33;36;36;20;21;6;9
2023;3;URG III-COMENDADOR SOARES;CIEP BRIZOLAO 071 MAXIMIANO RIBEIRO DA SILVA;18/05/2023;23/05/2023;625;456;404;397;400;418;187;141;148;54;42
2023;3;URG III-COMENDADOR SOARES;CRECHE DONA JOANA CASA DO MENOR SÃO MIUGUEL ARCANJO;25/08/2023;25/08/2023;84;38;34;35;35;35;31;11;16;2;7
2023;3;URG III-COMENDADOR SOARES;E M ARMANDO PIRES;05/06/2023;07/06/2023;480;387;368;348;354;365;200;154;173;52;56
2023;3;URG III-COMENDADOR SOARES;E M COMPACTOR;22/05/2023;26/05/2023;291;240;200;216;217;227;162;106;118;78;68
2023;3;URG III-COMENDADOR SOARES;E M DOM ADRIANO HIPOLITO;01/06/2023;02/06/2023;408;358;339;316;301;332;240;175;184;26;33
2023;3;URG III-COMENDADOR SOARES;E M IVONETE DOS SANTOS ALVES;29/05/2023;31/05/2023;486;362;320;299;319;337;262;167;173;141;100
2023;3;URG III-COMENDADOR SOARES;E M JOSE RIBEIRO GUIMARAES;29/05/2023;07/06/2023;544;433;390;368;366;394;225;138;155;73;57
2023;3;URG III-COMENDADOR SOARES;E M MARINETE CAVALCANTE DE OLIVEIRA;05/06/2023;07/06/2023;473;410;377;365;366;372;248;179;191;131;93
2023;3;URG III-COMENDADOR SOARES;E M NICANOR GONCALVES PEREIRA;24/05/2023;25/05/2023;500;384;354;347;350;365;181;138;141;62;62
2023;3;URG III-COMENDADOR SOARES;E M PROF IRAMAR DA COSTA LIMA MIGUEL;15/05/2023;17/05/2023;840;681;637;578;585;602;250;157;172;137;101
2023;3;URG III-COMENDADOR SOARES;E M SOUZA E MELLO;20/06/2023;21/06/2023;478;419;368;375;375;391;303;146;149;102;74
2023;3;URG III-COMENDADOR SOARES;EMEI RODRIGO TWARDOWSKY ALVES;26/05/2023;26/05/2023;147;93;87;85;85;81;67;35;37;0;0
2023;4;URG IV-CABUÇU;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTIL JUNENIL CIDI;16/10/2023;16/10/2023;146;86;85;72;72;71;66;26;35;30;13
2023;4;URG IV-CABUÇU;E M ABILIO RIBEIRO;25/09/2023;27/09/2023;535;437;365;382;383;400;156;117;149;88;55
2023;4;URG IV-CABUÇU;E M CAMPO ALEGRE;09/10/2023;10/10/2023;79;67;64;52;55;45;38;26;26;11;7
2023;4;URG IV-CABUÇU;E M CHAER KAZEN KALAOUN;22/08/2023;24/08/2023;596;426;0;377;396;393;240;157;168;49;46
2023;4;URG IV-CABUÇU;E M DARCILIO AYRES RAUNHEITTI;18/09/2023;28/09/2023;1233;1114;916;870;868;850;342;189;274;103;95
2023;4;URG IV-CABUÇU;E M DR JOSE FROES MACHADO;02/10/2023;06/10/2023;855;821;798;550;635;627;329;173;229;86;85
2023;4;URG IV-CABUÇU;E M DR RUY BERCOT DE MATTOS;28/09/2023;29/09/2023;387;266;252;211;229;239;169;106;137;19;46
2023;4;URG IV-CABUÇU;E M FRANCISCO DE OLIVEIRA;28/09/2023;29/09/2023;370;324;313;244;246;251;177;138;178;23;33
2023;4;URG IV-CABUÇU;E M IVANI VIGNE BABO;09/10/2023;11/10/2023;648;564;539;481;488;498;342;202;283;162;173
2023;4;URG IV-CABUÇU;E M JARDIM NOVA ERA;31/08/2023;01/09/2023;445;351;336;329;329;331;195;121;133;38;35
2023;4;URG IV-CABUÇU;E M PROF DULCE DE MOURA RAUNHEITTI RIBEIRO;31/08/2023;01/09/2023;303;257;242;236;233;240;156;104;111;0;21
2023;4;URG IV-CABUÇU;E M PROF EDNA UMBELINA DE SANT ANNA DA SILVA;28/08/2023;30/08/2023;659;519;472;461;464;481;329;215;228;78;33
2023;4;URG IV-CABUÇU;E M PROF ELIANA DE SOUZA PAPALEO MOURA ;02/10/2023;04/10/2023;452;374;363;335;337;344;201;144;197;53;47
2023;4;URG IV-CABUÇU;E M PROF JOAQUIM DE FREITAS;16/10/2023;16/10/2023;338;279;244;228;221;223;111;64;88;66;41
2023;4;URG IV-CABUÇU;E M PROF LEOPOLDINA MACHADO BARBOSA DE BARROS;04/09/2023;06/09/2023;428;322;239;285;285;287;113;88;116;29;16
2023;4;URG IV-CABUÇU;E M PROF MARIA CANDIDA SOBREIRA VIANNA;25/09/2023;27/09/2023;412;349;322;319;317;314;194;141;172;70;48
2023;4;URG IV-CABUÇU;E M PROF NABOR OTHUKI;11/09/2023;15/09/2023;656;627;592;393;391;440;303;207;224;76;58
2023;4;URG IV-CABUÇU;E M PROF NEWTON GONCALVES DE BARROS;04/09/2023;06/09/2023;539;430;387;370;374;396;249;149;181;67;59
2023;4;URG IV-CABUÇU;E M TRES MARIAS;11/09/2023;21/12/2023;888;749;658;685;689;704;398;241;277;132;166
2023;4;URG IV-CABUÇU;E M VISCONDE DE ITABORAI;21/08/2023;28/08/2023;186;143;0;0;138;138;35;54;58;46;29
2023;4;URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;10/10/2023;10/10/2023;125;99;96;92;92;95;64;51;53;25;11
2023;4;URG IV-CABUÇU;EMEI MONTE SOL;25/08/2023;25/08/2023;125;71;65;62;60;65;61;26;27;11;8
2023;4;URG IV-CABUÇU;EMEI NOVA ERA;22/09/2023;22/09/2023;188;104;100;97;97;96;77;38;58;0;0
2023;4;URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;null;null;52;0;0;0;0;0;0;0;0;0;0
2023;5;URG V-KM 32;CIEP BRIZOLAO 033 ALFREDO DA ROCHA VIANA FILHO;16/08/2023;18/08/2023;584;438;329;404;396;403;216;152;172;70;58
2023;5;URG V-KM 32;CIEP BRIZOLAO 187 BENEDITO LARANJEIRAS;24/07/2023;27/07/2023;605;440;374;354;361;377;272;130;151;89;87
2023;5;URG V-KM 32;CIEP BRIZOLAO 325 AUSTREGESILO DE ATHAYDE;10/08/2023;21/12/2023;430;281;243;237;249;253;102;0;0;64;62
2023;5;URG V-KM 32;CIEP BRIZOLAO 360 PROF IARA SIMÃO VIEIRA;21/08/2023;21/12/2023;734;559;520;485;490;499;225;108;128;85;102
2023;5;URG V-KM 32;CIEP BRIZOLAO 373 BRIGADEIRO TEIXEIRA;28/08/2023;30/08/2023;693;482;436;410;417;430;198;119;129;66;91
2023;5;URG V-KM 32;E M ALFREDO JOSE SOARES;02/08/2023;04/08/2023;355;306;279;275;273;276;179;175;188;47;24
2023;5;URG V-KM 32;E M ALFREDO PEREIRA DE MAGALHAES;10/08/2023;16/08/2023;966;755;551;675;638;686;313;226;268;109;71
2023;5;URG V-KM 32;E M ERYK DA CRUZ LAIA;08/08/2023;25/08/2023;715;542;478;462;437;482;325;162;172;169;108
2023;5;URG V-KM 32;E M JOSE REIS;16/08/2023;18/08/2023;468;396;378;366;378;375;202;153;176;11;17
2023;5;URG V-KM 32;E M PERA FLOR;20/07/2023;17/08/2023;947;811;728;656;673;707;516;327;371;152;155
2023;5;URG V-KM 32;E M PROF AIMEE CARREIRO FIGUEIREDO;28/07/2023;28/07/2023;348;297;280;267;274;271;109;102;112;0;0
2023;5;URG V-KM 32;E M PROF CREUZA ALARCAO SOBRAL;14/08/2023;15/08/2023;358;298;275;270;270;281;179;148;170;130;100
2023;5;URG V-KM 32;E M PROF LEONARDO CARIELO DE ALMEIDA;03/08/2023;11/08/2023;613;403;360;357;347;375;132;152;175;108;98
2023;5;URG V-KM 32;E M PROF MARLY TUPACINUNGA DE MATTOS;08/08/2023;09/08/2023;508;438;416;399;398;375;150;96;102;68;42
2023;5;URG V-KM 32;E M PROF PRISCILLA BOUCAS VILLA NOVA;31/07/2023;01/08/2023;513;407;269;335;319;351;176;129;146;80;43
2023;5;URG V-KM 32;E M SHANGRI LA;31/07/2023;01/08/2023;358;307;286;283;285;289;211;118;122;99;59
2023;5;URG V-KM 32;E M VILA JOAO CORREA;02/08/2023;03/08/2023;504;444;386;400;377;412;224;168;194;105;82
2023;5;URG V-KM 32;EMEI HELIO MONTEZANO DE OLIVEIRA;07/08/2023;07/08/2023;109;92;87;85;81;87;79;52;67;24;11
2023;5;URG V-KM 32;EMEI JARDIM EUROPA;28/07/1923;28/12/2023;137;99;91;91;88;93;59;42;44;15;26
2023;5;URG V-KM 32;EMEI NISIA SOUZA MARCONDES;04/08/2023;04/08/2023;109;74;68;69;68;67;15;32;36;10;14
2023;5;URG V-KM 32;EMEI PATRICIA M GASPAR SOMMA PEREIRA;27/07/2023;14/08/2023;100;74;69;69;70;71;62;43;52;8;12
2023;6;URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;30/06/2023;04/07/2023;799;604;557;510;539;554;275;208;270;109;93
2023;6;URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;22/06/2023;03/07/2023;263;239;231;195;213;216;114;88;88;0;1
2023;6;URG VI-AUSTIN;E M DR ODIR ARAUJO;16/06/2023;19/06/2023;213;191;179;175;167;180;123;83;89;0;0
2023;6;URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;05/07/2023;07/07/2023;999;692;628;583;586;604;182;134;179;44;41
2023;6;URG VI-AUSTIN;E M JOSE DE ANCHIETA;19/06/2023;19/06/2023;231;208;198;188;153;188;102;81;90;67;48
2023;6;URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;27/06/2023;29/06/2023;446;415;362;400;381;402;180;119;124;97;51
2023;6;URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;04/07/2023;07/07/2023;847;668;560;586;581;597;283;227;274;43;35
2023;6;URG VI-AUSTIN;E M NENA RODRIGUES;14/06/2023;19/06/2023;294;254;244;201;228;241;137;93;96;9;18
2023;6;URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;23/06/2023;30/06/2023;1035;860;757;762;749;754;323;236;299;93;69
2023;6;URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;16/06/2023;20/06/2023;535;436;408;380;389;404;261;193;201;49;33
2023;6;URG VI-AUSTIN;E M PROF MARCIO CAULINO SOARES;20/06/2023;22/06/2023;784;747;688;683;649;694;405;318;347;105;91
2023;6;URG VI-AUSTIN;E M RUI BARBOSA;14/06/2023;15/06/2023;440;382;365;344;355;352;243;156;160;69;57
2023;6;URG VI-AUSTIN;E M WALFREDO DA SILVA LESSA;30/06/2023;05/07/2023;689;539;307;481;434;494;225;172;209;50;26
2023;6;URG VI-AUSTIN;EMEI OLGA CELESTINA GILIBERTI ALMEIDA;23/06/2023;23/06/2023;140;101;97;96;97;96;67;26;26;0;0
2023;6;URG VI-AUSTIN;EMEI VILA SAO MIGUEL;26/06/2023;26/06/2023;80;55;54;54;52;55;45;31;34;18;19
2023;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM;11/04/2023;11/04/2023;114;95;83;87;80;87;78;36;36;20;15
2023;7;URG VII-VILA DE CAVA;CENTRO COMUNITÁRIO SÃO SEBASTIÃO DE VILA DE CAVA CECOM FÉ E ESPERANÇA;12/04/2023;12/04/2023;122;96;83;74;84;91;67;30;32;22;19
2023;7;URG VII-VILA DE CAVA;CRECHE MUNICIPAL PROF. DENISE FERNANDES DA SILVA PAULINO;04/04/2023;04/04/2023;41;39;39;33;35;37;35;11;12;8;9
2023;7;URG VII-VILA DE CAVA;E M AMERICA XAVIER DA SILVEIRA;14/04/1223;14/04/2023;617;542;517;464;472;472;201;82;90;60;51
2023;7;URG VII-VILA DE CAVA;E M AMINTHAS PEREIRA;10/04/2023;10/04/2023;309;219;205;195;197;201;114;54;59;73;41
2023;7;URG VII-VILA DE CAVA;E M BARAO DO GUANDU;13/12/2023;13/12/2023;161;56;38;45;45;54;15;10;13;0;0
2023;7;URG VII-VILA DE CAVA;E M DR JUVENIL DE SOUZA LOPES;20/04/2023;20/04/2023;215;169;152;140;143;145;100;17;17;39;32
2023;7;URG VII-VILA DE CAVA;E M JOSÉ PACIFICO;08/05/2023;10/05/2023;610;509;465;441;467;476;317;227;228;173;136
2023;7;URG VII-VILA DE CAVA;E M MARCILIO DIAS;17/04/2023;20/04/2023;751;567;522;487;489;513;168;67;80;109;75
2023;7;URG VII-VILA DE CAVA;E M ORESTES BERNARDO CABRAL;02/05/2023;05/05/2023;994;770;613;575;596;665;467;226;251;179;128
2023;7;URG VII-VILA DE CAVA;E M PROF IRENE DA SILVA OLIVEIRA;24/04/2023;27/04/2023;731;625;582;571;565;576;251;81;93;123;88
2023;7;URG VII-VILA DE CAVA;E M PROF LUCIA HELENA DE LIMA;11/05/2023;17/05/2023;542;361;334;307;305;320;172;108;118;16;17
2023;7;URG VII-VILA DE CAVA;EMEI GLAUCO JOSE VAZ GONCALVES;27/04/2023;27/04/2023;104;92;84;74;78;82;74;43;56;45;28
2023;7;URG VII-VILA DE CAVA;IDRSH VIVENDO EM GRAÇAS;26/05/2023;26/05/2023;85;59;37;42;37;51;53;30;32;0;0
2023;8;URG VIII-MIGUEL COUTO;E M ANTONIO PINHEIRO GUIMARAES VICTORY;01/03/2023;03/03/2023;353;284;241;257;253;268;154;94;103;99;35
2023;8;URG VIII-MIGUEL COUTO;E M AYRTON SENNA;15/03/2023;17/03/2023;624;524;449;465;458;485;249;140;144;176;70
2023;8;URG VIII-MIGUEL COUTO;E M FLOR DE LIS;03/03/2023;06/03/2023;395;290;258;232;244;266;152;76;87;37;23
2023;8;URG VIII-MIGUEL COUTO;E M JANIR CLEMENTINO PEREIRA;07/03/2023;14/03/2023;915;745;637;648;652;658;271;147;174;146;76
2023;8;URG VIII-MIGUEL COUTO;E M PAULO ROBERTO FIORENZANO ARAUJO;28/03/2023;26/12/2023;450;408;365;355;347;370;183;122;140;140;98
2023;8;URG VIII-MIGUEL COUTO;E M PROF ANNA MARIA RAMALHO;13/02/2023;15/02/2023;675;509;423;442;437;454;304;73;88;107;93
2023;8;URG VIII-MIGUEL COUTO;E M PROF DARCY RIBEIRO;30/03/2023;21/12/2023;686;424;362;381;384;389;208;121;134;69;49
2023;8;URG VIII-MIGUEL COUTO;E M PROF HAULER DA SILVA FERREIRA;21/03/2023;24/03/2023;649;604;557;544;547;575;410;188;199;260;119
2023;8;URG VIII-MIGUEL COUTO;E M PROF RUY AFRANIO PEIXOTO;15/02/2023;27/02/2023;732;535;370;454;441;495;239;88;126;143;67
2023;8;URG VIII-MIGUEL COUTO;E M SAO MIGUEL ARCANJO;24/03/2023;28/03/2023;308;260;245;232;236;247;178;94;106;116;51
2023;8;URG VIII-MIGUEL COUTO;EMEI AMBAI;14/03/2023;14/03/2023;98;85;78;77;78;82;70;32;39;17;13
2023;8;URG VIII-MIGUEL COUTO;EMEI CASA DA CRIANCA DE MIGUEL COUTO;20/03/2023;20/03/2023;95;68;61;61;62;57;54;32;38;22;23
2023;8;URG VIII-MIGUEL COUTO;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;28/02/2023;02/03/2023;63;40;27;30;27;38;32;17;21;6;8
2023;9;URG IX-TINGUA;E M BARAO DE TINGUA;08/12/2023;13/12/2023;448;302;201;120;269;252;19;10;10;2;1
2023;9;URG IX-TINGUA;E M DE JACERUBA;13/12/2023;13/12/2023;168;109;105;81;0;23;18;0;0;10;8
2023;9;URG IX-TINGUA;E M JARDIM MONTEVIDEO;08/12/2023;20/12/2023;140;69;0;52;15;60;8;17;17;9;8
2023;9;URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;11/12/2023;11/12/2023;350;169;29;149;146;159;35;11;12;19;11
2023;9;URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;12/12/2023;12/12/2023;274;205;154;184;175;181;56;25;30;16;13
2023;9;URG IX-TINGUA;E M VALE DO TINGUA;11/12/2023;12/12/2023;195;55;0;51;45;0;10;0;0;5;4
2023;9;URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;12/12/2023;12/12/2023;90;41;35;26;31;31;32;16;18;8;12
2024;1;URG I-CENTRO;ASSOCIAÇÃO CRESCENDO COM CRISTO;25/06/2024;25/06/2024;40;39;39;16;16;16;17;9;10;0;0
2024;1;URG I-CENTRO;CAIESP CASTORINA FARIA LIMA;01/11/2024;01/11/2024;158;66;37;50;49;57;41;16;22;3;2
2024;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA APARECIDA DE SOUZA;24/06/2024;24/06/2024;54;38;35;29;29;29;26;8;13;8;10
2024;1;URG I-CENTRO;CRECHE MUNICIPAL PROF. MARIA LUZIANA RODRIGUES CHAVES;04/11/2024;04/11/2024;73;45;41;0;41;45;42;27;42;6;5
2024;1;URG I-CENTRO;E M CAPISTRANO DE ABREU;14/10/2024;16/10/2024;280;204;196;3;181;119;85;25;25;28;12
2024;1;URG I-CENTRO;E M CAPITÃO SILVINO AZEREDO;04/10/2024;04/10/2024;166;111;102;77;79;81;55;33;36;9;11
2024;1;URG I-CENTRO;E M DR THIBAU;19/09/2024;20/09/2024;171;135;128;60;111;115;85;54;70;11;15
2024;1;URG I-CENTRO;E M ENGENHO PEQUENO;23/10/2024;24/10/2024;349;316;269;131;278;295;185;112;145;33;33
2024;1;URG I-CENTRO;E M FRANCA CARVALHO;14/10/2024;17/10/2024;474;334;310;93;290;316;92;65;91;20;22
2024;1;URG I-CENTRO;E M HEITOR DANTAS;18/10/2024;18/10/2024;226;147;138;0;127;138;60;31;41;11;4
2024;1;URG I-CENTRO;E M JANICI FERREIRA MAIA ;04/11/2024;05/11/2024;332;284;277;9;249;253;121;68;83;67;34
2024;1;URG I-CENTRO;E M JULIO RABELLO GUIMARAES;09/07/2024;10/07/2024;557;326;298;269;260;283;116;70;94;45;35
2024;1;URG I-CENTRO;E M MANOEL JOAO GONCALVES;25/10/2024;25/10/2024;177;120;115;107;104;110;75;56;67;33;29
2024;1;URG I-CENTRO;E M MARECHAL MASCARENHAS DE MORAES;21/10/2024;22/10/2024;406;354;342;160;296;313;141;68;93;54;48
2024;1;URG I-CENTRO;E M MENINOS DE DEUS;29/10/2024;29/10/2024;293;240;231;0;219;223;59;36;51;41;25
2024;1;URG I-CENTRO;E M MONTEIRO LOBATO;16/09/2024;20/09/2024;982;788;666;333;659;664;178;94;113;64;30
2024;1;URG I-CENTRO;E M PADRE AGOSTINHO PRETTO;17/10/2024;18/10/2024;385;299;271;138;266;281;129;80;93;36;44
2024;1;URG I-CENTRO;E M PROF AMAZOR VIEIRA BORGES;23/10/2024;24/10/2024;662;554;524;6;478;479;156;103;136;61;46
2024;1;URG I-CENTRO;E M PROF EMILIO LUIZ PEDROSO ARAUJO;30/10/2024;04/11/2024;282;216;196;125;195;208;115;52;69;28;21
